"id","name","year","region","country","state","description","status","url","notes","age_verification","parental_consent","hours_of_access","parental_account_access","data_privacy","targeted_ads","algorithms_and_platform_design","pornographic_content","blocking_foreign_apps","artificial_intelligence","phones_in_schools","media_literacy","parental_controls","establish_commissions","social_media_tax","reporting_abuse","child_labor","screentime_notifications"
"SB023","Exceptions to Student Use of Phones",2026,"North America","USA","New Mexico","This bill expands existing policy, requiring school districts and charter schools to prohibit student use of wireless communication devices throughout the entire school day (not just instructional hours).","failed","https://www.nmlegis.gov/Sessions/26 Regular/bills/senate/SB0023.pdf","Died",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HB2108","Creating Safer Online Experiences for Our Children",2025,"North America","USA","Pennsylvania","This bill establishes the Online Safety Protection Act, which requires Pennsylvania businesses that knowingly process children's data to design online products with children's best interests in mind including mandating data protection impact assessments for services likely to be accessed by minors, defaulting to high-privacy settings, and prohibiting high-risk data uses, default profiling, precise geolocation tracking, and dark patterns that pressure minors into oversharing or forgoing privacy protections.","pending","https://www.palegis.us/legislation/bills/text/PDF/2025/0/HB2108/PN2727","In committee",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"HB80","Internet privacy rights for children",2023,"North America","USA","Massachusetts","This bill prohibits websites, apps, and online services from targeting minors with advertising for age-restricted products such as alcohol, tobacco, cannabis, firearms, gambling, and obscene material. It also requires operators to give minor users the ability to remove content they have posted, along with clear instructions on how to do so.","failed","https://legiscan.com/MA/text/H80/id/2742766/Massachusetts-2023-H80-Introduced.pdf","Failed",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"HB1986","Children's mental health and social media",2023,"North America","USA","Massachusetts","This bill establishes a special commission to study the effects of social media on children's mental health, identify best practices for protecting children online, and develop guidelines for parents and schools.","failed","https://legiscan.com/MA/text/H1986/id/2743183/Massachusetts-2023-H1986-Introduced.pdf","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"HB98","Internet Privacy Rights for Children",2025,"North America","USA","Massachusetts","This bill is a reintroduction of the failed HB80 (2023) which prohibits websites, apps, and online services from targeting minors with advertising for age-restricted products such as alcohol, tobacco, cannabis, firearms, gambling, and obscene material. It also requires operators to give minor users the ability to remove content they have posted, along with clear instructions on how to do so.","pending","https://malegislature.gov/Bills/194/H98.pdf","Introduced",1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"SB51","Social Media and Algorithm Accountability",2025,"North America","USA","Massachusetts","This bill establishes the Office of Social Media Transparency and Accountability to regulate social media platforms by mandating algorithm risk audits and reports on efforts to mitigate harms (such as mental health disorders) on children under the age of 18.","pending","https://legiscan.com/MA/text/S51/id/3164566/Massachusetts-2025-S51-Introduced.pdf","Introduced",1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
"SB30","Protecting Children from Addictive Social Media Feeds",2025,"North America","USA","Massachusetts","This bill prohibits social media platforms from providing an addictive feed to a minor under the age of 18. Additionally, it prohibits social media platforms from sending notifications to minors between 12 AM and 6AM.","pending","https://legiscan.com/MA/text/S30/id/3162271/Massachusetts-2025-S30-Introduced.pdf","Introduced",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"SB144","Protecting Minors Featured on For-Profit Family Vlogs
",2025,"North America","USA","Massachusetts","The bill requires parents who profit from family vlogging content to set aside a portion of their earnings in a trust for any minor child featured in that content, to be preserved until the child reaches adulthood. It also gives those children the right, once they turn 18, to request permanent deletion of any videos featuring them from the platforms that hosted the content.","pending","https://legiscan.com/MA/text/S144/id/3163617/Massachusetts-2025-S144-Introduced.pdf","Introduced",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"H5295","Age Verification",2026,"North America","USA","Massachusetts","This bill prohibits children under 16 from creating or maintaining social media accounts, requiring platforms to terminate existing accounts held by under-16 users and verify the age of all new account holders using a birth certificate or government-issued ID.","pending","https://legiscan.com/MA/bill/H5295/2025","Pending",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"HB644","Social Media Algorithmic Control in IT Act",2023,"North America","USA","North Carolina","This bill requires social media platforms to get user consent before using their data for algorithmic recommendations, prohibits using any data from users under 18 for targeted ads or content recommendations, and requires platforms to have clear and accessible privacy policies. It also establishes a Data Privacy Task Force to study social media's effects on mental health and report annually to the legislature.","failed","https://www.ncleg.gov/Sessions/2023/Bills/House/PDF/H644v2.pdf","Failed",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"HB773","Sammy's Law or Let Parent's Choose Act",2023,"North America","USA","North Carolina","This bill requires large social media platforms to open up their systems so that third-party parental safety software can monitor and manage a child's account, content, and settings on the parents' behalf.","failed","https://www.ncleg.gov/Sessions/2023/Bills/House/PDF/H773v2.pdf","Failed",1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"HB301","Social Media Protection for minors under 16",2025,"North America","USA","North Carolina","This bill prohibits children under 14 from having social media accounts entirely, and requires parental consent for 14- and 15-year-olds to create or maintain accounts. Additionally, platforms must verify users' ages, terminate non-compliant accounts, and permanently delete associated personal data,","pending","https://webservices.ncleg.gov/ViewBillDocument/2025/4544/0/H301-PCS30388-TG-13","Passed over",1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"HB860","Social Media IT Act",2025,"North America","USA","North Carolina","This bill prohibits platforms from using minors under the age of 18 personal data in reccomendation algorithms and mandates protective default privacy settings.","pending","https://webservices.ncleg.gov/ViewBillDocument/2025/6446/0/H860-PCS40589-TG-18","Pending",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"AB373","Act to create statutes relating to minors use of social media",2023,"North America","USA","Wisconsin","This bill creates requirements related to social media companies' and social media platforms' treatment of account holders on the basis of age. This would require platforms to have youth designated accounts until proven they are not a minor, which would prevent certain messaging between accounts, prevent advertising, refrain from collecting data, etc.","failed","https://docs.legis.wisconsin.gov/2023/proposals/ab373","Failed",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"SB385","Use of social media platforms by minors, granting rule-making authority, and providing a penalty.",2023,"North America","USA","Wisconsin","This bill requires large social media platforms to designate accounts held by minors as ""youth accounts"" with restrictions on messaging, advertising, data collection, and usage hours (10 p.m.–7 a.m.), while also giving parents full access to monitor and control their child's account.
","failed","https://legiscan.com/WI/drafts/SB385/2023","Failed",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"HB380","Personal Data Privacy",2026,"North America","USA","Delaware","This bill amends Delaware's existing Personal Data Privacy Act to strengthen consumer data protections broadly while also prohibiting the sale or use of personal data for targeted advertising without consent when the consumer is a known minor between 13 and 17, and requiring parental consent before processing sensitive data of known children.","pending","https://legis.delaware.gov/json/BillDetail/GenerateHtmlDocument?legislationId=143105&legislationTypeId=1&docTypeId=2&legislationName=HB380","Out of committee",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"HB2157","Establishes Standards to Promote the Safety of Minors Using the Internet and Social Media",2024,"North America","USA","Missouri","This bill requires school districts to develop internet safety policies for student internet access including blocking social media and TikTok on school devices and mandating social media education curricula for grades 6–12. Additionally, it establishes parental consent requirements and account restrictions for minors on social media platforms.","failed","https://legiscan.com/MO/text/HB2157/id/2867465/Missouri-2024-HB2157-Introduced.pdf","Failed",1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
"HB1887","Creates the offense of and civil penalties for disclosure of intimate digital depictions",2026,"North America","USA","Missouri","This bill prohibits artificial intelligence (AI) systems from claiming to provide mental health services, criminalizes the non-consensual disclosure of AI-generated intimate images, and bans the use of AI to create sexually explicit material using someone's likeness without their consent. It further requires parental consent for minors and implements account restrictions for minors on social media.","pending","https://documents.house.mo.gov/billtracking/bills261/hlrbillspdf/5399H.03D.pdf","Pending",1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"HB3071","Youth Technology Use Health Crisis",2023,"North America","USA","Oregon","This bill directs the Oregon Health Authority to study and report on the effects of social media and cell phone use among minors and to develop public educational resources on the topic, while also requiring the Department of Education to collect data on school cell phone policies and publish best practices guidance.","failed","https://olis.oregonlegislature.gov/liz/2023R1/Downloads/MeasureDocument/HB3071","Failed",1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
"SB196","Online Products and Services",2023,"North America","USA","Oregon","This bill requires businesses that provide online products, services or features that children are reasonably likely to access to identify, evaluate, and mitigate risks to children.","failed","https://olis.oregonlegislature.gov/liz/2023r1/Measures/Overview/SB196","Failed",1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"SB222","Wireless devices and parental notification",2023,"North America","USA","Kansas","This bill removes liability protections from online platforms whose recommendation algorithms contribute to physical or severe emotional injury to users, and requires wireless device vendors to notify parents by default when a minor downloads an app on their device.","failed","https://www.kslegislature.gov/li_2024/b2023_24/measures/documents/sb222_00_0000.pdf","failed",1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"SB499","Age Appropriate Design",2026,"North America","USA","Kansas","This bill enacts an age-appropriate design code requiring businesses to limit compulsive design features and strengthen privacy defaults for minors, a prohibition on nonconsensual digital replicas of individuals' likenesses, and transparency and liability rules for chatbot providers.","pending","https://legiscan.com/KS/text/SB499/id/3353184/Kansas-2025-SB499-Introduced.pdf","Pending",1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
